Species	Chemical Name	"Freq-GHz(rest frame,redshifted)"	"Freq Err(rest frame,redshifted)"	"Meas Freq-GHz(rest frame,redshifted)"	"Meas Freq Err(rest frame,redshifted)"	Resolved QNs	Log<sub>10</sub> (A<sub>ij</sub>)	CDMS/JPL Intensity	E_U (K)	Linelist
CH3OHvt=0-2	Methanol	192.99604900	4E-06			"4(1,3)-3(1,2)E,vt=1"	-4.55096	-4.71650	436.53026	CDMS
CH3OHvt=0-2	Methanol			193.01987000	5E-05	"4(0,4)-3(0,3)++,vt=1"	-4.52199	0.00000	446.80623	CDMS
CH3OHvt=0-2	Methanol	193.01989700	5E-06			"4(0,4)-3(0,3)A,vt=1"	-4.52203	-4.70250	446.80536	CDMS
CH3OHvt=0-2	Methanol			193.16333000	5E-05	"4(1,3)-3(1,2)--,vt=1"	-4.54812	0.00000	348.43437	CDMS
CH3OHvt=0-2	Methanol	193.16337700	4E-06			"4(1,3)-3(1,2)A,vt=1"	-4.54772	-4.58610	348.43342	CDMS
CH3OHvt=0-2	Methanol	193.41532400	4E-06			"4(-0,4)-3(-0,3)E,vt=0"	-4.51937	-4.10650	36.33501	CDMS
CH3OHvt=0-2	Methanol	193.44160000	4E-06			"4(1,4)-3(1,3)E,vt=0"	-4.54674	-4.12300	28.78835	CDMS
CH3OHvt=0-2	Methanol	193.45435800	4E-06			"4(0,4)-3(0,3)A,vt=0"	-4.51889	-4.08710	23.21244	CDMS
CH3OHvt=0-2	Methanol	193.47143400	3E-06			"4(3,2)-3(3,1)A,vt=0"	-4.87846	-4.51880	73.01220	CDMS
CH3OHvt=0-2	Methanol	193.47154500	3E-06			"4(3,1)-3(3,0)A,vt=0"	-4.87845	-4.51880	73.01221	CDMS
CH3OHvt=0-2	Methanol	193.47252300	1.1E-05			"9(-2,8)-9(-0,9)E,vt=0"	-8.27828	-7.67190	126.74192	CDMS
CH3OHvt=0-2	Methanol	193.47441400	3E-06			"4(-3,2)-3(-3,1)E,vt=0"	-4.87717	-4.51450	70.92455	CDMS
CH3OHvt=0-2	Methanol	193.48804700	3E-06			"4(2,3)-3(2,2)A,vt=0"	-4.64072	-4.26360	60.92303	CDMS
CH3OHvt=0-2	Methanol	193.48896400	3E-06			"4(3,1)-3(3,0)E,vt=0"	-4.87523	-4.53430	85.92297	CDMS
CH3OHvt=0-2	Methanol	193.50655900	4E-06			"4(-1,3)-3(-1,2)E,vt=0"	-4.53540	-4.13420	44.26283	CDMS
CH3OHvt=0-2	Methanol	193.51075000	3E-06			"4(2,2)-3(2,1)A,vt=0"	-4.64057	-4.26350	60.92469	CDMS
CH3OHvt=0-2	Methanol	193.51122500	3E-06			"4(2,2)-3(2,1)E,vt=0"	-4.64276	-4.24860	49.11487	CDMS
CH3OHvt=0-2	Methanol	193.51133500	4E-06			"4(2,2)-3(2,1)"	-4.64825	-4.24880	45.45940	CDMS
CH3OHvt=0-2	Methanol	194.56965900	1.6E-05			"10(-3,8)-11(-0,11)E,vt=0"	-7.18191	-6.60490	175.38510	CDMS
CH3OHvt=0-2	Methanol	194.95362900	1.2E-05			"8(-0,8)-7(-2,6)E,vt=0"	-8.57073	-7.97230	96.61368	CDMS
CH3OHvt=0-2	Methanol	195.14679000	4E-06			"4(1,3)-3(1,2)A,vt=0"	-4.53502	-4.12830	37.95399	CDMS
CH3OHvt=0-2	Methanol	195.21355600	1.1E-05			"10(-2,9)-10(-0,10)E,vt=0"	-8.22959	-7.61720	149.97124	CDMS
CH3OHvt=0-2	Methanol	195.31427800	1.9E-05			"17(-1,16)-17(-0,17)E,vt=0"	-4.56008	-4.05350	376.15914	CDMS
CH3OHvt=0-2	Methanol	196.14637700	9E-06			"8(-1,8)-7(-0,7)E,vt=1"	-4.67759	-4.48450	374.81469	CDMS
CH3OHvt=0-2	Methanol	196.14639700	1.5E-05			"8(1,8)-7(0,7),vt=1"	-4.67766	0.00000	374.81493	CDMS
CH3OHvt=0-2	Methanol	196.96332900	1E-05			"13(1,13)-12(2,10)E,vt=0"	-4.89527	-4.27390	216.52992	CDMS
CH3OHvt=0-2	Methanol	197.37633100	1.7E-05			"17(3,14)-18(-0,18)E,vt=0"	-6.34616	-5.90420	417.69607	CDMS
CH3OHvt=0-2	Methanol	197.49564100	1.1E-05			"11(-2,10)-11(-0,11)E,vt=0"	-8.20204	-7.59210	175.52553	CDMS
CH3OHvt=0-2	Methanol	197.85804700	1.5E-05			"2(2,0)-1(-1,0)E,vt=0"	-9.43992	-9.28700	32.86296	CDMS
CH3OHvt=0-2	Methanol	198.39402600	1.5E-05			"15(-2,14)-14(-3,12)E,vt=0"	-4.87672	-4.32070	300.97632	CDMS
CH3OHvt=0-2	Methanol	198.40306700	1.1E-05			"10(0,10)-9(1,9)A,vt=0"	-4.38755	-3.74970	127.59823	CDMS
CH3OHvt=0-2	Methanol	199.33179400	2.1E-05			"18(1,17)-17(3,14)A,vt=0"	-9.48906	-9.02240	414.39414	CDMS
CH3OHvt=0-2	Methanol	200.39191600	1.2E-05			"12(-2,11)-12(-0,12)E,vt=0"	-8.19607	-7.59650	203.40427	CDMS
CH3OHvt=0-2	Methanol	200.82067400	1.3E-05			"15(3,12)-14(4,11)E,vt=0"	-4.89574	-4.40310	341.16752	CDMS
CH3OHvt=0-2	Methanol	201.07184700	1.3E-05			"8(4,5)-9(3,6)A,vt=0"	-5.04022	-4.55240	163.89781	CDMS
CH3OHvt=0-2	Methanol	201.08893900	1.3E-05			"8(4,4)-9(3,7)A,vt=0"	-5.04019	-4.55240	163.89791	CDMS
CH3OHvt=0-2	Methanol	201.44549300	1.3E-05			"5(2,3)-6(1,6)A,vt=0"	-4.88634	-4.45610	72.53336	CDMS
CH3OHvt=0-2	Methanol	201.99651300	2E-05			"18(-1,17)-18(-0,18)E,vt=0"	-4.53418	-4.07830	417.91781	CDMS
CH3OHvt=0-2	Methanol	202.17411600	9E-06			"2(-2,1)-3(1,3)E,vt=0"	-9.85759	-9.70860	29.20744	CDMS
CH3OHvt=0-2	Methanol	203.96412400	1.3E-05			"13(-2,12)-13(-0,13)E,vt=0"	-8.21252	-7.63080	233.60670	CDMS
CH3OHvt=0-2	Methanol	205.79127000	1.1E-05			"1(1,1)-2(0,2)++"	-4.47327	-4.53580	16.84073	CDMS
CH3OHvt=0-2	Methanol	206.00130200	1.5E-05			"12(-5,7)-13(-4,9)E,vt=0"	-4.98314	-4.55990	317.05823	CDMS
CH3OHvt=0-2	Methanol	206.42311300	1.3E-05			"11(1,11)-10(-1,9)E,vt=0"	-8.32890	-7.71340	158.63595	CDMS
CH3OHvt=0-2	Methanol	208.25792200	1.4E-05			"14(-2,13)-14(-0,14)E,vt=0"	-8.25227	-7.69550	266.13154	CDMS
CH3OHvt=0-2	Methanol	208.86707700	1.3E-05			"13(-3,11)-14(1,14)E,vt=0"	-11.01018	-10.47530	258.95513	CDMS
CH3OHvt=0-2	Methanol	209.04840500	1.6E-05			"11(2,9)-12(0,12)A,vt=0"	-8.88444	-8.32110	190.93971	CDMS
CH3OHvt=0-2	Methanol	209.25486700	1.7E-05			"13(4,9)-14(2,12)A,vt=0"	-8.31754	-7.83060	291.52444	CDMS
CH3OHvt=0-2	Methanol	209.51880400	2.1E-05			"19(-1,18)-19(-0,19)E,vt=0"	-4.50453	-4.10520	461.99048	CDMS
CH3OHvt=0-2	Methanol	211.09512400	1.5E-05			"12(3,9)-13(-2,12)E,vt=0"	-7.03126	-6.51230	243.73759	CDMS
CH3OHvt=0-2	Methanol	212.53789000	1E-05			"4(-3,2)-5(2,3)E,vt=0"	-10.59142	-10.26890	70.92453	CDMS
CH3OHvt=0-2	Methanol	212.61377700	1.2E-05			"10(-0,10)-9(2,7)E,vt=0"	-8.28928	-7.69980	140.60256	CDMS
CH3OHvt=0-2	Methanol	213.29927200	1.5E-05			"15(-2,14)-15(-0,15)E,vt=0"	-8.31568	-7.79060	300.97630	CDMS
CH3OHvt=0-2	Methanol	213.34807600	1.6E-05			"13(4,10)-14(2,13)A,vt=0"	-8.30037	-7.82170	291.52435	CDMS
CH3OHvt=0-2	Methanol	213.37752800	1.5E-05			"13(-6,8)-14(-5,9)E,vt=0"	-4.97227	-4.63610	389.91625	CDMS
CH3OHvt=0-2	Methanol	213.42706100	6E-06			"1(-1,0)-0(-0,0)E,vt=0"	-4.47237	-4.55990	23.36727	CDMS
CH3OHvt=0-2	Methanol	214.14000300	1.2E-05			"6(-2,5)-5(2,3)E,vt=0"	-9.54701	-9.06810	71.00142	CDMS
CH3OHvt=0-2	Methanol			215.30220100	5E-05	"6(1,6)-7(2,5)++,vt=1"	-4.37845	0.00000	373.82789	CDMS
CH3OHvt=0-2	Methanol	215.30220600	1.7E-05			"6(1,6)-7(2,6)A,vt=1"	-4.37841	-4.34020	373.82765	CDMS
CH3OHvt=0-2	Methanol	216.85791000	1.8E-05			"6(-3,4)-7(-1,6)E,vt=0"	-7.74467	-7.30800	96.45908	CDMS
CH3OHvt=0-2	Methanol	216.94552100	1.2E-05			"5(-1,4)-4(-2,3)E,vt=0"	-4.91591	-4.49320	55.87116	CDMS
CH3OHvt=0-2	Methanol			217.29920200	5E-05	"6(1,5)-7(2,6)--,vt=1"	-4.36802	0.00000	373.92517	CDMS
CH3OHvt=0-2	Methanol	217.29920500	1.7E-05			"6(1,5)-7(2,5)A,vt=1"	-4.36813	-4.33400	373.92450	CDMS
CH3OHvt=0-2	Methanol	217.52500200	1.7E-05			"16(-1,15)-15(-3,13)E,vt=0"	-7.02962	-6.53750	336.71583	CDMS
CH3OHvt=0-2	Methanol	218.27379600	3.4E-05			"4(3,2)-5(-0,5)E,vt=1"	-10.89476	-10.98150	345.78191	CDMS
CH3OHvt=0-2	Methanol	218.27461200	0.0001			"4(-3,1)-5(0,5),vt=1"	-10.91709	0.00000	345.78217	CDMS
CH3OHvt=0-2	Methanol	218.44006300	1.3E-05			"4(-2,3)-3(-1,2)E,vt=0"	-4.32920	-3.98150	45.45944	CDMS
CH3OHvt=0-2	Methanol	219.09274200	1.7E-05			"16(-2,15)-16(-0,16)E,vt=0"	-8.40210	-7.91510	338.13818	CDMS
CH3OHvt=0-2	Methanol	219.45702600	4.4E-05			"8(4,4)-7(1,6)E,vt=1"	-8.54491	-8.56470	488.73993	CDMS
CH3OHvt=0-2	Methanol	219.75207800	5.2E-05			"5(5,1)-6(3,3)A,vt=1"	-11.11752	-11.27850	455.27596	CDMS
CH3OHvt=0-2	Methanol	219.75210300	5.2E-05			"5(5,0)-6(3,4)A,vt=1"	-11.11752	-11.27850	455.27596	CDMS
CH3OHvt=0-2	Methanol	219.85242300	1.1E-05			"11(-3,9)-10(3,7)E,vt=0"	-13.27888	-12.75150	200.92014	CDMS
CH3OHvt=0-2	Methanol	220.07856100	8E-06			"8(-0,8)-7(-1,6)E,vt=0"	-4.59926	-4.05260	96.61365	CDMS
CH3OHvt=0-2	Methanol	220.40131700	1.4E-05			"10(5,6)-11(4,8)E,vt=0"	-4.95148	-4.53810	251.64322	CDMS
CH3OHvt=0-2	Methanol	221.29453100	1.1E-05			"3(2,1)-2(-2,1)E,vt=0"	-11.62297	-11.38180	39.82784	CDMS
CH3OHvt=0-2	Methanol	223.11715500	4E-05			"7(-5,3)-8(-2,6)E,vt=1"	-8.54406	-8.63280	493.94754	CDMS
CH3OHvt=0-2	Methanol	225.58164900	1.6E-05			"1(-1,0)-2(1,2)E,vt=0"	-9.89984	-10.01100	23.36732	CDMS
CH3OHvt=0-2	Methanol	225.62230400	1.8E-05			"17(-2,16)-17(-0,17)E,vt=0"	-8.50868	-8.06580	377.61368	CDMS
CH3OHvt=0-2	Methanol	225.74038700	1.9E-05			"16(3,14)-17(0,17)A,vt=0"	-9.97693	-9.54210	365.36895	CDMS
CH3OHvt=0-2	Methanol	226.93941000	9E-06			"14(2,12)-13(-3,11)E,vt=0"	-6.76874	-6.25400	269.84636	CDMS
CH3OHvt=0-2	Methanol	227.22951100	1.3E-05			"12(1,12)-11(-2,10)E,vt=0"	-6.58299	-6.01250	186.43069	CDMS
CH3OHvt=0-2	Methanol	227.81452800	1.7E-05			"16(1,16)-15(2,13)A,vt=0"	-4.66073	-4.17460	327.23797	CDMS
CH3OHvt=0-2	Methanol	228.66269000	1.7E-05			"9(3,6)-10(1,9)A,vt=0"	-10.04502	-9.54980	154.24804	CDMS
CH3OHvt=0-2	Methanol	229.58905600	1.2E-05			"15(-4,11)-16(-3,14)E,vt=0"	-4.68114	-4.29380	374.43791	CDMS
CH3OHvt=0-2	Methanol	229.75875600	1.2E-05			"8(1,8)-7(-0,7)E,vt=0"	-4.37758	-3.83840	89.10341	CDMS
CH3OHvt=0-2	Methanol	230.02704700	1.1E-05			"3(2,1)-4(1,4)E,vt=0"	-4.82806	-4.60340	39.82796	CDMS
CH3OHvt=0-2	Methanol	230.96127400	1.8E-05			"10(3,8)-11(1,11)A,vt=0"	-10.36192	-9.86110	177.45390	CDMS
CH3OHvt=0-2	Methanol	231.28111000	1.2E-05			"10(2,9)-9(3,6)A,vt=0"	-4.73726	-4.21950	165.34762	CDMS
CH3OHvt=0-2	Methanol	232.41852100	1.2E-05			"10(2,8)-9(3,7)A,vt=0"	-4.72869	-4.21310	165.40149	CDMS
CH3OHvt=0-2	Methanol	232.78344600	1.2E-05			"18(3,16)-17(4,13)A,vt=0"	-4.66453	-4.31060	446.53210	CDMS
CH3OHvt=0-2	Methanol	232.85479100	1.9E-05			"18(-2,17)-18(-0,18)E,vt=0"	-8.62738	-8.23430	419.39876	CDMS
CH3OHvt=0-2	Methanol	232.94579700	1.2E-05			"10(3,7)-11(2,9)E,vt=0"	-4.67228	-4.19380	190.36900	CDMS
CH3OHvt=0-2	Methanol	233.79566600	1.2E-05			"18(3,15)-17(4,14)A,vt=0"	-4.65801	-4.30600	446.57967	CDMS
CH3OHvt=0-2	Methanol	234.68337000	1.2E-05			"4(2,3)-5(1,4)A,vt=0"	-4.72723	-4.43250	60.92292	CDMS
CH3OHvt=0-2	Methanol	234.69851900	1.5E-05			"5(4,2)-6(3,3)E,vt=0"	-5.19799	-4.90560	122.72150	CDMS
CH3OHvt=0-2	Methanol	236.37437500	6.2E-05			"6(0,6)-7(3,5)A,vt=1"	-8.36487	-8.50900	472.27855	CDMS
CH3OHvt=0-2	Methanol	236.93608900	1.5E-05			"14(1,13)-13(2,12)A,vt=0"	-4.50693	-3.99660	260.20338	CDMS
CH3OHvt=0-2	Methanol	237.42948300	1.4E-05			"7(-1,6)-6(2,4)E,vt=0"	-6.96565	-6.49040	86.05160	CDMS
CH3OHvt=0-2	Methanol	238.56770700	1.5E-05			"12(3,9)-13(-1,12)E,vt=0"	-9.56508	-9.09830	243.73772	CDMS
CH3OHvt=0-2	Methanol	239.39799700	1.6E-05			"16(3,13)-17(-0,17)E,vt=0"	-6.16931	-5.77820	378.27481	CDMS
CH3OHvt=0-2	Methanol	239.74621900	4E-06			"5(1,5)-4(1,4)A,vt=0"	-4.24686	-3.85690	49.05953	CDMS
CH3OHvt=0-2	Methanol	240.24149000	1.4E-05			"5(-3,3)-6(-2,5)E,vt=0"	-4.84173	-4.50110	82.53121	CDMS
CH3OHvt=0-2	Methanol	240.74551100	2E-05			"19(-2,18)-19(-0,19)E,vt=0"	-8.74041	-8.40250	463.48912	CDMS
CH3OHvt=0-2	Methanol	240.96055700	5E-06			"5(1,5)-4(1,4)A,vt=1"	-4.23965	-4.30190	359.95140	CDMS
CH3OHvt=0-2	Methanol			240.96056000	5E-05	"5(1,5)-4(1,4)++,vt=1"	-4.24001	0.00000	359.95221	CDMS
CH3OHvt=0-2	Methanol	241.05710900	1.6E-05			"9(-3,7)-10(-0,10)E,vt=0"	-7.06753	-6.59180	152.17137	CDMS
CH3OHvt=0-2	Methanol			241.15917400	5E-05	"5(4,2)-4(4,1),vt=1"	-4.66994	0.00000	398.10928	CDMS
CH3OHvt=0-2	Methanol	241.15919900	4E-06			"5(-4,2)-4(-4,1)E,vt=1"	-4.66776	-4.78560	398.10945	CDMS
CH3OHvt=0-2	Methanol			241.16653000	5E-05	"5(3,3)-4(3,2),vt=1"	-4.41580	0.00000	452.13975	CDMS
CH3OHvt=0-2	Methanol	241.16658000	4E-06			"5(-3,2)-4(-3,1)E,vt=1"	-4.41343	-4.60950	452.13974	CDMS
CH3OHvt=0-2	Methanol	241.17988600	5E-06			"5(3,3)-4(3,2)E,vt=1"	-4.41712	-4.47600	357.35675	CDMS
CH3OHvt=0-2	Methanol			241.17990000	5E-05	"5(-3,2)-4(-3,1),vt=1"	-4.41802	0.00000	357.35713	CDMS
CH3OHvt=0-2	Methanol			241.18416300	5E-05	"5(-4,1)-4(-4,0),vt=1"	-4.66590	0.00000	440.12687	CDMS
CH3OHvt=0-2	Methanol	241.18418900	4E-06			"5(4,1)-4(4,0)E,vt=1"	-4.66619	-4.84490	440.12701	CDMS
CH3OHvt=0-2	Methanol			241.18740000	5E-05	"5(-2,3)-4(-2,2),vt=1"	-4.29628	0.00000	399.33791	CDMS
CH3OHvt=0-2	Methanol	241.18742800	4E-06			"5(2,4)-4(2,3)E,vt=1"	-4.29513	-4.41480	399.33837	CDMS
CH3OHvt=0-2	Methanol			241.19281000	5E-05	"5(2,3)-4(2,2)++,vt=1"	-4.29866	0.00000	333.40223	CDMS
CH3OHvt=0-2	Methanol	241.19285600	5E-06			"5(2,4)-4(2,3)A,vt=1"	-4.29857	-4.32280	333.40187	CDMS
CH3OHvt=0-2	Methanol			241.19635000	5E-05	"5(2,4)-4(2,3)--,vt=1"	-4.29864	0.00000	333.40240	CDMS
CH3OHvt=0-2	Methanol	241.19643000	5E-06			"5(2,3)-4(2,2)A,vt=1"	-4.29857	-4.32280	333.40219	CDMS
CH3OHvt=0-2	Methanol	241.19828500	4E-06			"5(3,3)-4(3,2)A,vt=1"	-4.41651	-4.58180	430.83929	CDMS
CH3OHvt=0-2	Methanol			241.19829000	5E-05	"5(3,3)-4(3,2)++,vt=1"	-4.41583	0.00000	430.84029	CDMS
CH3OHvt=0-2	Methanol			241.19829000	5E-05	"5(3,3)-4(3,2)++,vt=1"	-4.41583	0.00000	430.84029	CDMS
CH3OHvt=0-2	Methanol	241.19829100	4E-06			"5(3,2)-4(3,1)A,vt=1"	-4.41651	-4.58180	430.83929	CDMS
CH3OHvt=0-2	Methanol			241.20369000	5E-05	"5(1,5)-4(1,4),vt=1"	-4.23980	0.00000	326.20315	CDMS
CH3OHvt=0-2	Methanol	241.20370600	5E-06			"5(-1,5)-4(-1,4)E,vt=1"	-4.23998	-4.25380	326.20265	CDMS
CH3OHvt=0-2	Methanol			241.20599000	5E-05	"5(0,5)-4(0,4),vt=1"	-4.22138	0.00000	335.30636	CDMS
CH3OHvt=0-2	Methanol	241.20603500	5E-06			"5(-0,5)-4(-0,4)E,vt=1"	-4.22149	-4.24850	335.30657	CDMS
CH3OHvt=0-2	Methanol			241.21073400	5E-05	"5(2,4)-4(2,3),vt=1"	-4.29636	0.00000	434.62341	CDMS
CH3OHvt=0-2	Methanol	241.21076400	4E-06			"5(-2,3)-4(-2,2)E,vt=1"	-4.29721	-4.46800	434.62327	CDMS
CH3OHvt=0-2	Methanol	241.23814400	5E-06			"5(1,4)-4(1,3)E,vt=1"	-4.24024	-4.43060	448.10786	CDMS
CH3OHvt=0-2	Methanol			241.23816000	5E-05	"5(-1,4)-4(-1,3),vt=1"	-4.23981	0.00000	448.10888	CDMS
CH3OHvt=0-2	Methanol	241.26786200	6E-06			"5(0,5)-4(0,4)A,vt=1"	-4.22151	-4.42680	458.38426	CDMS
CH3OHvt=0-2	Methanol			241.26788000	5E-05	"5(0,5)-4(0,4)++,vt=1"	-4.22155	0.00000	458.38456	CDMS
CH3OHvt=0-2	Methanol			241.44124000	5E-05	"5(1,4)-4(1,3)--,vt=1"	-4.23741	0.00000	360.02132	CDMS
CH3OHvt=0-2	Methanol	241.44127000	5E-06			"5(1,4)-4(1,3)A,vt=1"	-4.23700	-4.30020	360.02066	CDMS
CH3OHvt=0-2	Methanol	241.70015900	4E-06			"5(-0,5)-4(-0,4)E,vt=0"	-4.21933	-3.83120	47.93466	CDMS
CH3OHvt=0-2	Methanol	241.76723400	4E-06			"5(1,5)-4(1,4)E,vt=0"	-4.23614	-3.83720	40.39140	CDMS
CH3OHvt=0-2	Methanol	241.79135200	4E-06			"5(0,5)-4(0,4)A,vt=0"	-4.21856	-3.81160	34.81646	CDMS
CH3OHvt=0-2	Methanol	241.80652400	4E-06			"5(4,2)-4(4,1)A,vt=0"	-4.66153	-4.37090	115.16019	CDMS
CH3OHvt=0-2	Methanol	241.80652500	4E-06			"5(4,1)-4(4,0)A,vt=0"	-4.66153	-4.37090	115.16019	CDMS
CH3OHvt=0-2	Methanol	241.81325500	4E-06			"5(4,2)-4(4,1)E,vt=0"	-4.66207	-4.38240	122.72153	CDMS
CH3OHvt=0-2	Methanol	241.82962900	4E-06			"5(-4,1)-4(-4,0)E,vt=0"	-4.65962	-4.39170	130.81654	CDMS
CH3OHvt=0-2	Methanol	241.83271800	4E-06			"5(3,3)-4(3,2)A,vt=0"	-4.41270	-4.07790	84.61826	CDMS
CH3OHvt=0-2	Methanol	241.83310600	4E-06			"5(3,2)-4(3,1)A,vt=0"	-4.41269	-4.07790	84.61828	CDMS
CH3OHvt=0-2	Methanol	241.84228400	4E-06			"5(2,4)-4(2,3)A,vt=0"	-4.29118	-3.93890	72.52947	CDMS
CH3OHvt=0-2	Methanol	241.84360400	4E-06			"5(-3,3)-4(-3,2)E,vt=0"	-4.41140	-4.07360	82.53113	CDMS
CH3OHvt=0-2	Methanol	241.85229900	4E-06			"5(3,2)-4(3,1)E,vt=0"	-4.40947	-4.09340	97.52999	CDMS
CH3OHvt=0-2	Methanol	241.87902500	4E-06			"5(-1,4)-4(-1,3)E,vt=0"	-4.22473	-3.84840	55.87115	CDMS
CH3OHvt=0-2	Methanol	241.88767400	4E-06			"5(2,3)-4(2,2)A,vt=0"	-4.29089	-3.93870	72.53337	CDMS
CH3OHvt=0-2	Methanol	241.90414700	4E-06			"5(2,3)-4(2,2)E,vt=0"	-4.29306	-3.92380	60.72446	CDMS
CH3OHvt=0-2	Methanol	241.90464300	4E-06			"5(-2,4)-4(-2,3)E,vt=0"	-4.29845	-3.92390	57.06900	CDMS
CH3OHvt=0-2	Methanol	242.10898800	1.1E-05			"9(-0,9)-8(-2,7)E,vt=0"	-8.13383	-7.60970	117.45674	CDMS
CH3OHvt=0-2	Methanol	242.44608400	1E-05			"14(1,14)-13(2,11)E,vt=0"	-4.64015	-4.12330	248.93105	CDMS
CH3OHvt=0-2	Methanol	243.91578800	4E-06			"5(1,4)-4(1,3)A,vt=0"	-4.22435	-3.84260	49.66004	CDMS
