Species	Chemical Name	"Freq-GHz(rest frame,redshifted)"	"Freq Err(rest frame,redshifted)"	"Meas Freq-GHz(rest frame,redshifted)"	"Meas Freq Err(rest frame,redshifted)"	Resolved QNs	Log<sub>10</sub> (A<sub>ij</sub>)	CDMS/JPL Intensity	E_U (K)	Linelist
CH3CNv=0	MethylCyanide	275.86781000	2E-07			15(3)-14(3)	-2.91975	-1.75150	170.23052	JPL
CH3CNv=0	MethylCyanide	275.89434040	2E-07			15(2)-14(2)	-2.90968	-1.99080	134.51896	JPL
CH3CNv=0	MethylCyanide	275.91026300	2E-07			15(1)-14(1)	-2.90368	-1.95380	113.08871	JPL
CH3CNv=0	MethylCyanide	275.91557120	2E-07			15(0)-14(0)	-2.90171	-1.94150	105.94482	JPL
CH3CNv=0	MethylCyanide	294.02549550	2E-07			16(7)-15(7)	-2.91037	-2.47670	469.79083	JPL
CH3CNv=0	MethylCyanide	294.09886700	2E-07			16(6)-15(6)	-2.88352	-2.01470	377.07076	JPL
CH3CNv=0	MethylCyanide	294.16100110	2E-07			16(5)-15(5)	-2.86213	-2.18080	298.57975	JPL
CH3CNv=0	MethylCyanide	294.21187270	2E-07			16(4)-15(4)	-2.84526	-2.07100	234.33549	JPL
CH3CNv=0	MethylCyanide	294.25146110	2E-07			16(3)-15(3)	-2.83259	-1.68500	184.35251	JPL
CH3CNv=0	MethylCyanide	294.27975000	2E-07			16(2)-15(2)	-2.82381	-1.92560	148.64219	JPL
CH3CNv=0	MethylCyanide	294.29672800	3E-07			16(1)-15(1)	-2.81851	-1.88930	127.21285	JPL
CH3CNv=0	MethylCyanide	294.30238810	3E-07			16(0)-15(0)	-2.81684	-1.87730	120.06912	JPL
CH3CNv=0	MethylCyanide	312.39365620	2E-07			17(7)-16(7)	-2.81905	-2.40720	484.78341	JPL
CH3CNv=0	MethylCyanide	312.47158380	2E-07			17(6)-16(6)	-2.79579	-1.94880	392.06715	JPL
CH3CNv=0	MethylCyanide	312.53757620	2E-07			17(5)-16(5)	-2.77699	-2.11750	313.57935	JPL
CH3CNv=0	MethylCyanide	312.59160680	2E-07			17(4)-16(4)	-2.76222	-2.00980	249.33754	JPL
CH3CNv=0	MethylCyanide	312.63365340	2E-07			17(3)-16(3)	-2.75105	-1.62530	199.35656	JPL
CH3CNv=0	MethylCyanide	312.66369900	2E-07			17(2)-16(2)	-2.74327	-1.86690	163.64775	JPL
CH3CNv=0	MethylCyanide	312.68173130	3E-07			17(1)-16(1)	-2.73867	-1.83130	142.21934	JPL
CH3CNv=0	MethylCyanide	312.68774280	3E-07			17(0)-16(0)	-2.73710	-1.81940	135.07591	JPL
CH3CNv=0	MethylCyanide	330.84276180	2E-07			18(6)-17(6)	-2.71407	-1.89010	407.94530	JPL
CH3CNv=0	MethylCyanide	330.91260800	2E-07			18(5)-17(5)	-2.69747	-2.06100	329.46071	JPL
CH3CNv=0	MethylCyanide	330.96979380	2E-07			18(4)-17(4)	-2.68439	-1.95500	265.22179	JPL
CH3CNv=0	MethylCyanide			331.01429590	1E-06	18(3)-17(3)	-2.67442	-1.57170	215.24293	JPL
CH3CNv=0	MethylCyanide	331.04609600	2E-07			18(2)-17(2)	-2.66744	-1.81410	179.53565	JPL
CH3CNv=0	MethylCyanide	331.06518130	3E-07			18(1)-17(1)	-2.66333	-1.77900	158.10800	JPL
CH3CNv=0	MethylCyanide			331.07154360	1E-06	18(0)-17(0)	-2.66197	-1.76730	150.96488	JPL
CH3CNv=0	MethylCyanide	349.21231060	2E-07			19(6)-18(6)	-2.63745	-1.83770	424.70492	JPL
CH3CNv=0	MethylCyanide	349.28600570	2E-07			19(5)-18(5)	-2.62274	-2.01050	346.22396	JPL
CH3CNv=0	MethylCyanide	349.34634280	2E-07			19(4)-18(4)	-2.61106	-1.90590	281.98778	JPL
CH3CNv=0	MethylCyanide	349.39329710	2E-07			19(3)-18(3)	-2.60218	-1.52370	232.01121	JPL
CH3CNv=0	MethylCyanide	349.42684970	2E-07			19(2)-18(2)	-2.59590	-1.76680	196.30559	JPL
CH3CNv=0	MethylCyanide	349.44698670	3E-07			19(1)-18(1)	-2.59219	-1.73210	174.87900	JPL
CH3CNv=0	MethylCyanide	349.45369990	3E-07			19(0)-18(0)	-2.59093	-1.72050	167.73618	JPL
CH3CNv=0	MethylCyanide	367.58013940	2E-07			20(6)-19(6)	-2.56551	-1.79120	442.34600	JPL
CH3CNv=0	MethylCyanide	367.65767850	2E-07			20(5)-19(5)	-2.55230	-1.96550	363.86883	JPL
CH3CNv=0	MethylCyanide	367.72116270	2E-07			20(4)-19(4)	-2.54171	-1.86200	299.63582	JPL
CH3CNv=0	MethylCyanide	367.77056620	2E-07			20(3)-19(3)	-2.53373	-1.48070	249.66152	JPL
CH3CNv=0	MethylCyanide	367.80586880	2E-07			20(2)-19(2)	-2.52805	-1.72440	213.95757	JPL
CH3CNv=0	MethylCyanide	367.82705610	3E-07			20(1)-19(1)	-2.52474	-1.69010	192.53189	JPL
CH3CNv=0	MethylCyanide	367.83411950	3E-07			20(0)-19(0)	-2.52357	-1.67860	185.38952	JPL
CH3CNv=0	MethylCyanide	385.94615790	2E-07			21(6)-20(6)	-2.49745	-1.74980	460.86869	JPL
CH3CNv=0	MethylCyanide	386.02753550	2E-07			21(5)-20(5)	-2.48553	-1.92540	382.39529	JPL
CH3CNv=0	MethylCyanide	386.09416250	2E-07			21(4)-20(4)	-2.47604	-1.82300	318.16545	JPL
CH3CNv=0	MethylCyanide			386.14601160	1E-06	21(3)-20(3)	-2.46876	-1.44240	268.19372	JPL
CH3CNv=0	MethylCyanide	386.18306200	2E-07			21(2)-20(2)	-2.46367	-1.68670	232.49158	JPL
CH3CNv=0	MethylCyanide	386.20529820	3E-07			21(1)-20(1)	-2.46056	-1.65260	211.06696	JPL
CH3CNv=0	MethylCyanide			386.21271140	1E-06	21(0)-20(0)	-2.45959	-1.64130	203.92489	JPL
