Species	Chemical Name	"Freq-GHz(rest frame,redshifted)"	"Freq Err(rest frame,redshifted)"	"Meas Freq-GHz(rest frame,redshifted)"	"Meas Freq Err(rest frame,redshifted)"	Resolved QNs	Log<sub>10</sub> (A<sub>ij</sub>)	CDMS/JPL Intensity	E_U (K)	Linelist
CH3OCHOv=0	MethylFormate	192.14607670	2.6E-06			"37(10,28)-36(11,25)E"	-5.69375	-6.03910	484.77771	JPL
CH3OCHOv=0	MethylFormate	192.14964730	1.8E-06			"33(9,24)-33(8,25)E"	-4.93702	-5.19110	387.88717	JPL
CH3OCHOv=0	MethylFormate			192.15979600	5E-05	"15(4,11)-14(4,10)E"	-4.00450	-4.15150	82.68684	JPL
CH3OCHOv=0	MethylFormate			192.18093300	5E-05	"15(4,11)-14(4,10)A"	-4.00427	-4.15130	82.67735	JPL
CH3OCHOv=0	MethylFormate	192.21264830	1.8E-06			"34(6,28)-34(5,29)A"	-4.99511	-5.23470	386.60250	JPL
CH3OCHOv=0	MethylFormate			192.21764800	5E-05	"37(10,28)-36(11,25)A"	-5.65708	-6.00260	484.78431	JPL
CH3OCHOv=0	MethylFormate			192.26602000	5E-05	"23(3,21)-23(2,22)E"	-5.31524	-5.40110	165.13957	JPL
CH3OCHOv=0	MethylFormate	192.28188680	2E-06			"23(3,21)-23(1,22)E"	-5.58021	-5.66610	165.13961	JPL
CH3OCHOv=0	MethylFormate			192.35148300	5E-05	"23(3,21)-23(2,22)A"	-5.31516	-5.40120	165.13101	JPL
CH3OCHOv=0	MethylFormate	192.36723500	2.1E-06			"23(3,21)-23(1,22)A"	-5.57933	-5.66540	165.13090	JPL
CH3OCHOv=0	MethylFormate			192.41790900	5E-05	"31(7,25)-31(6,26)E"	-4.97520	-5.17090	328.67616	JPL
CH3OCHOv=0	MethylFormate			192.43962900	5E-05	"31(7,25)-31(6,26)A"	-4.97525	-5.17100	328.68151	JPL
CH3OCHOv=0	MethylFormate			192.79959100	5E-05	"16(3,14)-15(3,13)E"	-3.98766	-4.11340	85.77766	JPL
CH3OCHOv=0	MethylFormate			192.81024600	5E-05	"16(3,14)-15(3,13)A"	-3.98745	-4.11320	85.76580	JPL
CH3OCHOv=0	MethylFormate	192.81127820	1.9E-06			"33(7,27)-32(8,24)A"	-5.79671	-6.02290	367.60365	JPL
CH3OCHOv=0	MethylFormate	192.82747340	1.8E-06			"33(7,27)-32(8,24)E"	-5.79638	-6.02260	367.59695	JPL
CH3OCHOv=0	MethylFormate			193.01889300	5E-05	"9(3,6)-8(2,7)E"	-5.37340	-5.66280	32.87272	JPL
CH3OCHOv=0	MethylFormate			193.06070400	5E-05	"9(3,6)-8(2,7)A"	-5.37343	-5.66290	32.85761	JPL
CH3OCHOv=0	MethylFormate	193.21415780	1.3E-06			"29(6,24)-29(4,25)E"	-5.42552	-5.58580	283.31302	JPL
CH3OCHOv=0	MethylFormate	193.24810450	1.3E-06			"29(6,24)-29(4,25)A"	-5.42484	-5.58520	283.31594	JPL
CH3OCHOv=0	MethylFormate			193.32077100	5E-05	"14(3,12)-13(2,11)E"	-5.12000	-5.27700	67.80944	JPL
CH3OCHOv=0	MethylFormate			193.32334100	5E-05	"14(3,12)-13(2,11)A"	-5.12021	-5.27720	67.79661	JPL
CH3OCHOv=0	MethylFormate			193.65508200	5E-05	"38(7,31)-38(7,32)E"	-5.39786	-5.73350	483.65207	JPL
CH3OCHOv=0	MethylFormate			193.69096000	5E-05	"8(4,5)-7(3,4)E"	-5.21862	-5.55640	31.89626	JPL
CH3OCHOv=0	MethylFormate	193.70668260	6.1E-06			"27(20,8)-28(19,9)E"	-6.33111	-6.81930	488.01387	JPL
CH3OCHOv=0	MethylFormate	193.73172730	7.2E-06			"27(20,7)-28(19,10)E"	-6.33095	-6.81920	488.01478	JPL
CH3OCHOv=0	MethylFormate	193.73903830	2.3E-06			"38(7,31)-38(7,32)A"	-5.39716	-5.73300	483.66531	JPL
CH3OCHOv=0	MethylFormate	193.75502690	5.4E-06			"27(20,7)-28(19,10)A"	-6.33078	-6.81910	488.02338	JPL
CH3OCHOv=0	MethylFormate	193.75502690	5.4E-06			"27(20,7)-28(19,10)A"	-6.33078	-6.81910	488.02338	JPL
CH3OCHOv=0	MethylFormate			193.80275800	0.0001	"8(4,5)-7(3,4)A"	-5.07249	-5.41050	31.88522	JPL
CH3OCHOv=0	MethylFormate			193.99578100	5E-05	"8(4,4)-7(3,4)E"	-5.61633	-5.95480	31.91089	JPL
CH3OCHOv=0	MethylFormate			194.05471900	5E-05	"29(8,22)-29(7,23)A"	-4.94335	-5.13160	301.34976	JPL
CH3OCHOv=0	MethylFormate			194.05978500	0.0001	"29(8,22)-29(7,23)E"	-4.94315	-5.13140	301.34627	JPL
CH3OCHOv=0	MethylFormate			194.07974700	0.0001	"18(3,15)-17(4,14)E"	-5.25288	-5.36790	110.73901	JPL
CH3OCHOv=0	MethylFormate			194.11098100	0.0001	"28(4,24)-28(4,25)E"	-5.42154	-5.56080	257.07968	JPL
CH3OCHOv=0	MethylFormate			194.11312500	0.0001	"18(3,15)-17(4,14)A"	-5.25272	-5.36780	110.73140	JPL
CH3OCHOv=0	MethylFormate			194.12197200	0.0001	"28(8,21)-28(7,22)A"	-4.94717	-5.12530	283.90950	JPL
CH3OCHOv=0	MethylFormate	194.12551350	1.3E-06			"28(8,21)-28(7,22)E"	-4.94697	-5.12510	283.90665	JPL
CH3OCHOv=0	MethylFormate			194.17545500	0.0001	"31(5,26)-31(5,27)E"	-5.40119	-5.58650	318.81343	JPL
CH3OCHOv=0	MethylFormate			194.18619500	0.0001	"28(4,24)-28(4,25)A"	-5.42067	-5.56010	257.08070	JPL
CH3OCHOv=0	MethylFormate	194.21977390	1.5E-06			"33(8,26)-32(9,23)E"	-5.65162	-5.89490	377.25662	JPL
CH3OCHOv=0	MethylFormate	194.25097110	1.5E-06			"33(8,26)-32(9,23)A"	-5.65125	-5.89460	377.26329	JPL
CH3OCHOv=0	MethylFormate			194.25153500	0.0001	"31(5,26)-31(5,27)A"	-5.40032	-5.58580	318.81910	JPL
CH3OCHOv=0	MethylFormate			194.25869500	5E-05	"24(8,17)-24(7,17)E"	-6.47659	-6.62870	220.35947	JPL
CH3OCHOv=0	MethylFormate			194.37722600	0.0001	"15(3,12)-14(3,11)E"	-3.97555	-4.12260	79.33835	JPL
CH3OCHOv=0	MethylFormate			194.39620000	0.0001	"15(3,12)-14(3,11)A"	-3.97532	-4.12240	79.32832	JPL
CH3OCHOv=0	MethylFormate			194.45214800	0.0001	"17(1,16)-16(2,15)E"	-4.86408	-4.97270	89.08643	JPL
CH3OCHOv=0	MethylFormate			194.45877200	5E-05	"17(1,16)-16(2,15)A"	-4.86428	-4.97290	89.07208	JPL
CH3OCHOv=0	MethylFormate			194.61251500	0.0001	"24(8,16)-24(7,17)A"	-4.96859	-5.12150	220.37616	JPL
CH3OCHOv=0	MethylFormate	194.61813310	1.3E-06			"30(8,23)-30(7,24)A"	-4.93665	-5.13780	319.40947	JPL
CH3OCHOv=0	MethylFormate			194.61871100	5E-05	"28(4,24)-28(3,25)E"	-5.08112	-5.22150	257.07973	JPL
CH3OCHOv=0	MethylFormate			194.62254300	5E-05	"24(8,16)-24(7,17)E"	-4.98217	-5.13510	220.37693	JPL
CH3OCHOv=0	MethylFormate			194.62366200	0.0001	"30(8,23)-30(7,24)E"	-4.93644	-5.13760	319.40513	JPL
CH3OCHOv=0	MethylFormate			194.68020200	0.0001	"27(8,20)-27(7,21)A"	-4.94878	-5.11930	267.09018	JPL
CH3OCHOv=0	MethylFormate			194.68129200	0.0001	"27(8,20)-27(7,21)E"	-4.94868	-5.11920	267.08822	JPL
CH3OCHOv=0	MethylFormate			194.69236300	0.0001	"28(4,24)-28(3,25)A"	-5.08096	-5.22150	257.08068	JPL
CH3OCHOv=0	MethylFormate			194.86499000	5E-05	"17(2,16)-16(2,15)E"	-3.96494	-4.07450	89.10625	JPL
CH3OCHOv=0	MethylFormate			194.87100900	5E-05	"17(2,16)-16(2,15)A"	-3.96485	-4.07440	89.09186	JPL
CH3OCHOv=0	MethylFormate	194.93863320	3.6E-06			"18(16,2)-19(15,5)A"	-6.75240	-7.10080	270.65361	JPL
CH3OCHOv=0	MethylFormate	194.93863320	3.6E-06			"18(16,2)-19(15,5)A"	-6.75240	-7.10080	270.65361	JPL
CH3OCHOv=0	MethylFormate			195.13989900	5E-05	"17(1,16)-16(1,15)E"	-3.96307	-4.07320	89.08635	JPL
CH3OCHOv=0	MethylFormate			195.14559900	5E-05	"17(1,16)-16(1,15)A"	-3.96297	-4.07310	89.07209	JPL
CH3OCHOv=0	MethylFormate			195.21993400	5E-05	"8(4,5)-7(3,5)E"	-5.60926	-5.95040	31.89626	JPL
CH3OCHOv=0	MethylFormate	195.22731840	1.6E-06			"35(9,27)-34(10,24)E"	-5.63574	-5.93130	429.24078	JPL
CH3OCHOv=0	MethylFormate	195.27428830	1.6E-06			"35(9,27)-34(10,24)A"	-5.63363	-5.92930	429.24792	JPL
CH3OCHOv=0	MethylFormate			195.48599200	0.0001	"8(4,4)-7(3,5)A"	-5.06458	-5.40630	31.89320	JPL
CH3OCHOv=0	MethylFormate			195.52455000	5E-05	"8(4,4)-7(3,5)E"	-5.21038	-5.55220	31.91088	JPL
CH3OCHOv=0	MethylFormate			195.55281900	0.0001	"17(2,16)-16(1,15)E"	-4.85643	-4.96750	89.10617	JPL
CH3OCHOv=0	MethylFormate			195.55777500	5E-05	"17(2,16)-16(1,15)A"	-4.85664	-4.96770	89.09187	JPL
CH3OCHOv=0	MethylFormate			195.58780600	0.0001	"26(8,19)-26(7,20)E"	-4.94936	-5.11450	250.89134	JPL
CH3OCHOv=0	MethylFormate			195.59087800	0.0001	"26(8,19)-26(7,20)A"	-4.94895	-5.11410	250.89264	JPL
CH3OCHOv=0	MethylFormate			195.72890900	0.0001	"31(5,26)-31(4,27)E"	-5.01739	-5.20610	318.81346	JPL
CH3OCHOv=0	MethylFormate			195.76274000	5E-05	"18(0,18)-17(1,17)E"	-4.75050	-4.84090	91.18145	JPL
CH3OCHOv=0	MethylFormate			195.76401700	5E-05	"18(0,18)-17(1,17)A"	-4.75073	-4.84110	91.16353	JPL
CH3OCHOv=0	MethylFormate			195.76862000	5E-05	"18(1,18)-17(1,17)E"	-3.95049	-4.04090	91.18173	JPL
CH3OCHOv=0	MethylFormate			195.76985200	5E-05	"18(1,18)-17(1,17)A"	-3.95041	-4.04080	91.16381	JPL
CH3OCHOv=0	MethylFormate			195.77338200	5E-05	"18(0,18)-17(0,17)E"	-3.95048	-4.04090	91.18153	JPL
CH3OCHOv=0	MethylFormate			195.77463200	5E-05	"18(0,18)-17(0,17)A"	-3.95040	-4.04080	91.16360	JPL
CH3OCHOv=0	MethylFormate			195.77916000	5E-05	"18(1,18)-17(0,17)E"	-4.75037	-4.84080	91.18181	JPL
CH3OCHOv=0	MethylFormate			195.78046800	5E-05	"18(1,18)-17(0,17)A"	-4.75059	-4.84100	91.16388	JPL
CH3OCHOv=0	MethylFormate			195.80024700	0.0001	"31(5,26)-31(4,27)A"	-5.01722	-5.20610	318.81918	JPL
CH3OCHOv=0	MethylFormate			195.94167300	0.0001	"31(8,24)-31(7,25)A"	-4.92642	-5.14350	338.08518	JPL
CH3OCHOv=0	MethylFormate			195.94660400	0.0001	"31(8,24)-31(7,25)E"	-4.92622	-5.14330	338.08010	JPL
CH3OCHOv=0	MethylFormate	196.17382810	1E-06			"11(4,7)-11(1,10)E"	-6.42273	-6.66060	49.80953	JPL
CH3OCHOv=0	MethylFormate	196.23233900	1.1E-06			"11(4,7)-11(1,10)A"	-6.42102	-6.65900	49.79637	JPL
CH3OCHOv=0	MethylFormate			196.33858700	0.0001	"16(15,1)-15(15,0)A"	-4.85985	-5.20140	229.48195	JPL
CH3OCHOv=0	MethylFormate			196.33858700	0.0001	"16(15,1)-15(15,0)A"	-4.85985	-5.20140	229.48195	JPL
CH3OCHOv=0	MethylFormate			196.34435100	0.0001	"16(15,1)-15(15,0)E"	-4.85985	-5.20140	229.47618	JPL
CH3OCHOv=0	MethylFormate			196.35735700	0.0001	"16(15,2)-15(15,1)E"	-4.85974	-5.20130	229.46285	JPL
CH3OCHOv=0	MethylFormate	196.38396430	1.4E-06			"16(14,3)-15(14,2)A"	-4.57290	-4.88670	210.24779	JPL
CH3OCHOv=0	MethylFormate			196.38402600	0.0001	"16(14,2)-15(14,1)A"	-4.57290	-4.88670	210.24779	JPL
CH3OCHOv=0	MethylFormate			196.38649400	0.0001	"16(14,2)-15(14,1)E"	-4.57299	-4.88680	210.24518	JPL
CH3OCHOv=0	MethylFormate			196.40161300	0.0001	"16(14,3)-15(14,2)E"	-4.57278	-4.88660	210.23022	JPL
CH3OCHOv=0	MethylFormate			196.43226400	5E-05	"23(5,18)-22(6,17)E"	-5.51395	-5.63610	183.87647	JPL
CH3OCHOv=0	MethylFormate	196.44523810	1.4E-06			"16(13,3)-15(13,2)E"	-4.41139	-4.69940	192.33892	JPL
CH3OCHOv=0	MethylFormate			196.44604600	0.0001	"16(13,3)-15(13,2)A"	-4.41129	-4.69930	192.33867	JPL
CH3OCHOv=0	MethylFormate			196.44604600	0.0001	"16(13,3)-15(13,2)A"	-4.41129	-4.69930	192.33867	JPL
CH3OCHOv=0	MethylFormate			196.46218700	0.0001	"16(13,4)-15(13,3)E"	-4.41117	-4.69920	192.32290	JPL
CH3OCHOv=0	MethylFormate			196.48881000	5E-05	"23(5,18)-22(6,17)A"	-5.51353	-5.63580	183.87645	JPL
CH3OCHOv=0	MethylFormate			196.52627700	0.0001	"16(12,4)-15(12,3)E"	-4.30121	-4.56540	175.76000	JPL
CH3OCHOv=0	MethylFormate			196.53029300	0.0001	"16(12,4)-15(12,3)A"	-4.30121	-4.56540	175.75702	JPL
CH3OCHOv=0	MethylFormate			196.53029300	0.0001	"16(12,4)-15(12,3)A"	-4.30121	-4.56540	175.75702	JPL
CH3OCHOv=0	MethylFormate			196.54448800	5E-05	"16(12,5)-15(12,4)E"	-4.30110	-4.56530	175.74332	JPL
CH3OCHOv=0	MethylFormate			196.59691700	0.0001	"16(2,14)-15(2,13)E"	-3.95954	-4.09300	85.35116	JPL
CH3OCHOv=0	MethylFormate			196.60656300	0.0001	"16(2,14)-15(2,13)A"	-3.95933	-4.09280	85.33968	JPL
CH3OCHOv=0	MethylFormate			196.63764800	0.0001	"16(11,5)-15(11,4)E"	-4.21955	-4.46190	160.51108	JPL
CH3OCHOv=0	MethylFormate			196.64473900	0.0001	"16(11,5)-15(11,4)A"	-4.21944	-4.46180	160.50552	JPL
CH3OCHOv=0	MethylFormate			196.64473900	0.0001	"16(11,5)-15(11,4)A"	-4.21944	-4.46180	160.50552	JPL
CH3OCHOv=0	MethylFormate			196.65658300	0.0001	"16(11,6)-15(11,5)E"	-4.21933	-4.46170	160.49415	JPL
CH3OCHOv=0	MethylFormate	196.70589390	2.4E-06			"37(10,27)-36(11,26)E"	-5.66173	-6.01740	484.98158	JPL
CH3OCHOv=0	MethylFormate			196.71630600	0.0001	"25(8,18)-25(7,19)E"	-4.95104	-5.11280	235.31558	JPL
CH3OCHOv=0	MethylFormate			196.72583100	5E-05	"25(8,18)-25(7,19)A"	-4.94832	-5.11010	235.31632	JPL
CH3OCHOv=0	MethylFormate			196.73977300	5E-05	"37(10,27)-36(11,26)A"	-5.62524	-5.98100	484.98853	JPL
CH3OCHOv=0	MethylFormate			196.79171300	0.0001	"16(10,6)-15(10,5)E"	-4.15586	-4.37840	146.59594	JPL
CH3OCHOv=0	MethylFormate			196.80185600	0.0001	"16(10,7)-15(10,6)A"	-4.15574	-4.37830	146.58809	JPL
CH3OCHOv=0	MethylFormate			196.80185600	0.0001	"16(10,7)-15(10,6)A"	-4.15574	-4.37830	146.58809	JPL
CH3OCHOv=0	MethylFormate			196.81102900	0.0001	"16(10,7)-15(10,6)E"	-4.15564	-4.37820	146.57917	JPL
CH3OCHOv=0	MethylFormate			197.00870900	0.0001	"16(9,7)-15(9,6)E"	-4.10459	-4.30940	134.01972	JPL
CH3OCHOv=0	MethylFormate			197.02164700	0.0001	"16(9,8)-15(9,7)A"	-4.10448	-4.30930	134.00998	JPL
CH3OCHOv=0	MethylFormate			197.02164700	0.0001	"16(9,8)-15(9,7)A"	-4.10448	-4.30930	134.00998	JPL
CH3OCHOv=0	MethylFormate			197.02790600	0.0001	"16(9,8)-15(9,7)E"	-4.10447	-4.30930	134.00352	JPL
CH3OCHOv=0	MethylFormate	197.05350800	8E-07			"8(3,5)-7(1,6)E"	-6.04646	-6.38510	27.41401	JPL
CH3OCHOv=0	MethylFormate			197.05638900	5E-05	"23(8,16)-23(7,16)E"	-5.91144	-6.06700	206.02087	JPL
CH3OCHOv=0	MethylFormate	197.08937440	9E-07			"8(3,5)-7(1,6)A"	-6.04550	-6.38420	27.39818	JPL
CH3OCHOv=0	MethylFormate			197.27387000	0.0001	"23(8,15)-23(7,16)A"	-4.95965	-5.11570	206.03016	JPL
CH3OCHOv=0	MethylFormate			197.29443200	0.0001	"23(8,15)-23(7,16)E"	-5.01101	-5.16710	206.03230	JPL
CH3OCHOv=0	MethylFormate			197.32333100	0.0001	"16(8,8)-15(8,7)E"	-4.06236	-4.25160	122.79056	JPL
CH3OCHOv=0	MethylFormate	197.33870680	8E-07			"16(8,9)-15(8,8)A"	-4.06215	-4.25140	122.77921	JPL
CH3OCHOv=0	MethylFormate	197.33903330	8E-07			"16(8,8)-15(8,7)A"	-4.06215	-4.25140	122.77923	JPL
CH3OCHOv=0	MethylFormate			197.34204100	0.0001	"16(8,9)-15(8,8)E"	-4.06225	-4.25150	122.77534	JPL
CH3OCHOv=0	MethylFormate	197.72216190	4.9E-06			"20(17,3)-21(16,5)E"	-6.60161	-6.97640	315.49319	JPL
CH3OCHOv=0	MethylFormate	197.74806540	5.6E-06			"20(17,4)-21(16,6)E"	-6.60146	-6.97630	315.48624	JPL
CH3OCHOv=0	MethylFormate	197.78475590	4E-06			"20(17,3)-21(16,6)A"	-6.60126	-6.97620	315.50296	JPL
CH3OCHOv=0	MethylFormate	197.78475590	4E-06			"20(17,3)-21(16,6)A"	-6.60126	-6.97620	315.50296	JPL
CH3OCHOv=0	MethylFormate			197.80088900	0.0001	"16(7,9)-15(7,8)E"	-4.02672	-4.20270	112.92266	JPL
CH3OCHOv=0	MethylFormate			197.81426500	0.0001	"16(7,10)-15(7,9)A"	-4.02651	-4.20250	112.90978	JPL
CH3OCHOv=0	MethylFormate			197.81838900	0.0001	"16(7,10)-15(7,9)E"	-4.02660	-4.20260	112.90868	JPL
CH3OCHOv=0	MethylFormate			197.82336100	0.0001	"16(7,9)-15(7,8)A"	-4.02639	-4.20240	112.91050	JPL
CH3OCHOv=0	MethylFormate			197.82434900	5E-05	"17(2,15)-16(3,14)E"	-5.00157	-5.12650	95.27168	JPL
CH3OCHOv=0	MethylFormate			197.84157500	0.0001	"17(2,15)-16(3,14)A"	-5.00155	-5.12650	95.26071	JPL
CH3OCHOv=0	MethylFormate			197.95323500	0.0001	"24(8,17)-24(7,18)E"	-4.96134	-5.12150	220.35938	JPL
CH3OCHOv=0	MethylFormate			197.97429000	0.0001	"24(8,17)-24(7,18)A"	-4.94769	-5.10790	220.35995	JPL
CH3OCHOv=0	MethylFormate			197.99064300	0.0001	"16(4,13)-15(4,12)E"	-3.96274	-4.10790	91.35024	JPL
CH3OCHOv=0	MethylFormate			198.00455800	0.0001	"16(4,13)-15(4,12)A"	-3.96262	-4.10780	91.34040	JPL
CH3OCHOv=0	MethylFormate			198.13447300	0.0001	"32(8,25)-32(7,26)A"	-4.91222	-5.14840	357.37194	JPL
CH3OCHOv=0	MethylFormate			198.13797800	0.0001	"32(8,25)-32(7,26)E"	-4.91202	-5.14820	357.36607	JPL
CH3OCHOv=0	MethylFormate			198.14558000	5E-05	"30(6,25)-30(5,26)E"	-4.99246	-5.17480	301.11043	JPL
CH3OCHOv=0	MethylFormate			198.16591100	0.0001	"6(5,2)-5(4,2)E"	-4.84136	-5.30120	28.98990	JPL
CH3OCHOv=0	MethylFormate			198.19151700	0.0001	"30(6,25)-30(5,26)A"	-4.99245	-5.17490	301.11408	JPL
CH3OCHOv=0	MethylFormate			198.21864900	0.0001	"6(5,1)-5(4,1)E"	-4.84153	-5.30150	29.00567	JPL
CH3OCHOv=0	MethylFormate			198.23442300	5E-05	"16(6,11)-15(6,9)E"	-5.41448	-5.57910	104.42869	JPL
CH3OCHOv=0	MethylFormate			198.23442300	5E-05	"16(6,11)-15(6,9)E"	-4.84142	-5.30140	28.98455	JPL
CH3OCHOv=0	MethylFormate			198.23788200	0.0001	"6(5,1)-5(4,2)A"	-4.84142	-5.30140	28.98458	JPL
CH3OCHOv=0	MethylFormate			198.31708600	5E-05	"24(8,16)-24(7,18)E"	-6.45343	-6.61440	220.37684	JPL
CH3OCHOv=0	MethylFormate			198.51890900	0.0001	"16(6,11)-15(6,10)A"	-3.99547	-4.16070	104.42378	JPL
CH3OCHOv=0	MethylFormate			198.54295300	0.0001	"16(6,11)-15(6,10)E"	-4.01231	-4.17760	104.42868	JPL
CH3OCHOv=0	MethylFormate	198.59312610	1E-06			"6(3,4)-5(1,5)A"	-6.68371	-7.12910	18.37128	JPL
